0	 1	 57	
0.8149377250	-0.3250114550	0.4798375330	-0.2533459790
0.2365880110	0.9423870520	0.2365010740	0.0428899278
-0.5290582370	-0.0792098394	0.8448805740	-0.0290533591
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 4	 57	
0.6304378460	-0.4281367910	-0.6474928650	1.3876184900
0.0986847163	0.8715781590	-0.4802216560	0.4692746640
0.7699411980	0.2388522570	0.5917264150	0.7937814320
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 14	 57	
0.9536082340	0.0712849871	-0.2924889510	0.7093028250
-0.0529355146	0.9961282350	0.0701881069	-0.0763245061
0.2963598600	-0.0514489036	0.9536895950	0.1348395740
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 23	 57	
-0.3587675110	-0.3522850620	0.8643963840	-1.2736551300
0.3860334720	0.7871432200	0.4810236060	-0.4279515220
-0.8498611840	0.5062615800	-0.1464075880	1.5478456700
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 24	 57	
0.5254295670	-0.3444360990	0.7780022770	-1.2862053800
0.3189806180	0.9274476210	0.1951724270	-0.2639888700
-0.7887807900	0.1456182830	0.5971768420	1.0660706000
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 25	 57	
0.6047465580	-0.3799245220	0.6999563970	-1.2612937000
0.3160576510	0.9211971420	0.2269435760	-0.0981855069
-0.7310192630	0.0839832283	0.6771688530	0.3921649930
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 2	 57	
0.6983187670	-0.0615341688	0.7131370450	-0.5012402090
0.4436253250	0.8190824400	-0.3637313960	-0.0468937996
-0.5617361220	0.5703661130	0.5992787550	-0.1195947160
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 14	 57	
0.6066368270	0.3199328390	-0.7277600840	0.6575045590
-0.3822737170	0.9200555080	0.0858176436	-0.4389182590
0.6970355550	0.2261434100	0.6804414690	0.5666538000
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 15	 57	
0.8951281180	-0.2718552130	0.3533276050	0.0603996594
0.2837660620	0.9587102880	0.0187457981	-0.3137744540
-0.3438349530	0.0834824920	0.9353118190	0.4816384050
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 16	 57	
0.6074675260	-0.2400672710	0.7571993860	-0.4769033300
0.3749662170	0.9270127020	-0.0069128298	-0.0283891291
-0.7002739040	0.2881235090	0.6531472290	-0.0012101856
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 23	 57	
0.2486091400	-0.3514993560	0.9025750380	-1.7875608000
0.5538616000	0.8160464920	0.1652436130	-0.1933386870
-0.7946262170	0.4588205810	0.3975586120	0.7342671260
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 24	 57	
0.9014896990	-0.1557191590	0.4038166250	-1.5611488700
0.1935287330	0.9795913830	-0.0542895266	-0.1399389970
-0.3871213670	0.1270915690	0.9132276720	0.3719913390
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 25	 57	
0.9525170990	-0.1406768230	0.2700392700	-1.0868516200
0.1650468200	0.9838232240	-0.0696520678	0.1617370270
-0.2558724730	0.1109139080	0.9603267060	-0.1532272070
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 8	 57	
0.8772245480	0.1849647440	-0.4430182120	0.2403903330
-0.1815279380	0.9820838830	0.0505851219	0.2995529790
0.4444375100	0.0360456720	0.8950843590	-0.3890137720
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 15	 57	
0.9213935990	0.1926399240	-0.3375258440	0.0566956172
0.0134353040	0.8521916510	0.5230572460	0.1341998000
0.3883984140	-0.4864763600	0.7826157570	0.8832689380
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 16	 57	
0.9766064340	-0.0489761785	0.2093829210	-0.1480781950
-0.0195709070	0.9494320940	0.3133618980	0.2015612440
-0.2141421330	-0.3101290590	0.9262629830	0.0294597885
0.0000000000	0.0000000000	0.0000000000	1.0000000000
3	 4	 57	
0.9657721460	0.0377734584	0.2566268260	0.0655963244
0.1484462470	0.7308272050	-0.6662246680	0.3367931520
-0.2127154760	0.6815165160	0.7002052300	-0.5134579810
0.0000000000	0.0000000000	0.0000000000	1.0000000000
3	 6	 57	
0.9992717700	-0.0347188856	0.0158281219	-0.6951499240
0.0379684218	0.8636025280	-0.5027415570	0.2182898960
0.0037854205	0.5029764140	0.8642918480	-0.6067137700
0.0000000000	0.0000000000	0.0000000000	1.0000000000
3	 12	 57	
0.8336870160	0.2600112350	-0.4871961790	-0.0051120375
-0.3355979000	0.9391687250	-0.0730489966	-0.0365122936
0.4385658550	0.2244020150	0.8702319960	-0.0746987947
0.0000000000	0.0000000000	0.0000000000	1.0000000000
3	 16	 57	
0.7395255940	0.3436108360	-0.5788207750	0.2157333250
