0	 1	 53	
0.9980146990	0.0190048301	-0.0600456209	-0.2781372940
-0.0138973814	0.9963384190	0.0843600485	-0.6572245310
0.0614290074	-0.0833580915	0.9946245050	0.4229996230
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 2	 53	
0.9908924170	-0.0575234610	0.1217508490	-0.4029500890
0.0439476255	0.9928042370	0.1113927910	-0.7105774000
-0.1272824580	-0.1050276110	0.9862902090	1.5224604500
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 23	 53	
0.9175686990	-0.0078565026	0.3974996320	-1.2143009000
-0.0040014783	0.9995716010	0.0289931544	-0.6327766730
-0.3975571280	-0.0281937972	0.9171441760	0.4183422490
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 40	 53	
-0.3636193220	0.8916960050	-0.2695537500	0.4967765690
0.2928826130	0.3841201900	0.8755977700	-1.5318264200
0.8843080710	0.2394366610	-0.4008357790	1.6342967200
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 43	 53	
0.9428940390	-0.1943081640	0.2705460570	0.9618946880
0.0595527464	0.8974763140	0.4370237250	0.0094265067
-0.3277259560	-0.3959553040	0.8577966510	1.0249657200
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 44	 53	
0.9602232730	-0.0870578990	0.2653152600	0.5410223380
0.0451058136	0.9860368360	0.1603022880	-0.1155858040
-0.2755662000	-0.1419587270	0.9507423360	1.2498629800
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 45	 53	
0.9122373520	0.1230070620	-0.3907585900	0.5760807150
-0.0969893864	0.9915873850	0.0857176544	-0.4486207370
0.3980151650	-0.0402954103	0.9164934310	-0.2330389800
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 46	 53	
0.9992544270	0.0377030962	-0.0083106876	0.8653082510
-0.0368257544	0.9954280330	0.0881299926	-0.7199903440
0.0115954650	-0.0877582379	0.9960743130	0.8271248890
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 2	 53	
0.9675890100	-0.0922171050	0.2350904380	-0.0592121465
0.0830925809	0.9953633760	0.0484496985	-0.1857090590
-0.2384683030	-0.0273451245	0.9707652200	1.2444887600
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 11	 53	
0.8031229220	0.3721669950	-0.4652798090	1.7144870300
-0.3315173160	0.9279974380	0.1700500650	0.7145159880
0.4950654920	0.0176772084	0.8686758170	-1.6888414800
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 13	 53	
0.6798334550	-0.2053644780	0.7040255000	0.0002060397
0.1577415130	0.9784693880	0.1330987260	-0.3771492080
-0.7162011510	0.0205690807	0.6975907280	2.1049818900
