0	 1	 55	
0.9883886530	0.1002641690	0.1141707770	-0.3326132420
-0.0945986229	0.9940488700	-0.0540180090	0.1233174460
-0.1189074020	0.0425903889	0.9919914760	-0.1646631270
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 2	 55	
0.9975756730	0.0010686001	-0.0695818526	-0.5219567480
0.0150309729	0.9729710940	0.2304372390	-0.0233076149
0.0679473764	-0.2309244670	0.9705962320	-0.3943012050
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 3	 55	
0.9965118800	0.0817155493	-0.0169305104	-0.5295260530
-0.0832863617	0.9866012470	-0.1402902780	0.0375574880
0.0052397655	0.1412110090	0.9899656540	-0.1561240930
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 9	 55	
0.6168311080	-0.3361991570	0.7116807650	-0.4582920020
0.1254229330	0.9346166950	0.3328073340	-0.0591515373
-0.7770382690	-0.1160248270	0.6186677360	-0.4788889550
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 10	 55	
0.8953168220	-0.0576692475	0.4416809330	-0.4986393660
-0.0344055085	0.9796676420	0.1976551840	-0.2264078510
-0.4440991440	-0.1921602690	0.8751287800	-0.3721352510
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 19	 55	
0.0221788282	-0.0997752806	0.9947627820	-1.8627371200
0.0868330416	0.9914396640	0.0975059756	-0.4245108750
-0.9959759650	0.0842157098	0.0306527611	2.4770400400
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 35	 55	
0.9352674230	0.0032386806	0.3539270520	-1.9911690500
-0.0318394940	0.9966738190	0.0750169653	0.0973292408
-0.3525068700	-0.0814297821	0.9322596720	-0.1214051740
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 44	 55	
0.9774286640	-0.1772255910	0.1149969410	0.4210633660
0.1338577170	0.9406359200	0.3119073220	-0.3434497810
-0.1634482130	-0.2894739290	0.9431275240	-0.6978219840
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 45	 55	
0.9986430080	0.0520527319	-0.0016293872	0.3010779850
-0.0508867102	0.9819713270	0.1820517960	-0.1371031170
0.0110763048	-0.1817218390	0.9832875920	-0.6479672420
0.0000000000	0.0000000000	0.0000000000	1.0000000000
0	 54	 55	
0.8935922160	0.2600013580	-0.3659128930	0.0630833494
-0.1720286620	0.9512909170	0.2558353600	-0.0403752768
0.4146071530	-0.1656649810	0.8947938440	-0.2727350130
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 2	 55	
0.9709210790	-0.0362072536	-0.2366459240	-0.0725586117
0.1005374300	0.9587726850	0.2657953420	-0.1803933310
0.2172659290	-0.2818580730	0.9345327940	-0.2360179820
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 3	 55	
0.9932469280	-0.0370160730	-0.1099561250	-0.2147017230
0.0254128485	0.9941355810	-0.1051124850	-0.0955167961
0.1132021470	0.1016083550	0.9883627960	0.0032258218
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 9	 55	
0.6836610090	-0.3731451150	0.6271924330	-0.1358361100
0.0889500821	0.8956009170	0.4358748450	-0.3235588440
-0.7243586870	-0.2422018180	0.6454787150	-0.2515519030
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 10	 55	
0.9292992560	-0.1412411310	0.3412533300	-0.1806380590
0.0437363338	0.9595694970	0.2780530770	-0.3753018520
-0.3667288170	-0.2434693480	0.8979045890	-0.1773138570
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 35	 55	
0.9572966100	-0.1332943480	0.2565459360	-1.6840315000
0.0953111779	0.9832699850	0.1552285910	-0.2367821530
-0.2729450130	-0.1241481080	0.9539854650	-0.1243541310
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 44	 55	
0.9756625710	-0.2173924130	-0.0286894876	0.8430596670
0.2129365410	0.9080691830	0.3606499530	-0.4418197170
-0.0523505240	-0.3579817010	0.9322599020	-0.3674274160
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 45	 55	
0.9879807950	-0.0055609905	-0.1544766160	0.7830279310
0.0390391116	0.9759328110	0.2145485860	-0.1941805660
0.1495656950	-0.2180005120	0.9644199710	-0.3849031980
0.0000000000	0.0000000000	0.0000000000	1.0000000000
1	 54	 55	
0.8356126840	0.1712937180	-0.5219290220	0.4888228580
-0.0402511051	0.9666770570	0.2528147840	-0.1370521950
0.5478423960	-0.1902470200	0.8146623720	-0.0350011487
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 3	 55	
0.9906369000	0.0930367130	0.0999134779	-0.0980052177
-0.0470226021	0.9195853490	-0.3900662270	0.0520573746
-0.1281694500	0.3817158060	0.9153500070	0.3060290860
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 10	 55	
0.8465735910	-0.0826424314	0.5258168730	-0.0270057113
0.0900264696	0.9958720870	0.0115767662	-0.2417870240
-0.5246030790	0.0375368522	0.8505190150	-0.0024493816
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 11	 55	
0.9246728040	0.3635408610	-0.1132176960	-0.2024238750
-0.3478705560	0.9274795860	0.1369952340	-0.3719098160
0.1548104670	-0.0872906641	0.9840803110	0.3965579740
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 34	 55	
0.9669457330	-0.0350591835	0.2525604920	-1.5734662300
0.0162138396	0.9969518420	0.0763160316	0.2652015290
-0.2544662260	-0.0696984858	0.9645667740	0.0198651548
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 35	 55	
0.8959771220	-0.0236390125	0.4434706230	-1.4791182400
0.0824892635	0.9900635710	-0.1138843590	-0.0538984702
-0.4363719950	0.1386193460	0.8890242740	0.4072758380
0.0000000000	0.0000000000	0.0000000000	1.0000000000
2	 44	 55	
